group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.60451197053407,3049,3516,4088,207,0.9364250614250614,0.46238821672803787,0.06357493857493858,0.46443259710586443,0.9518044237485448,Male,1.0,True
Female,5421,0.10883600811658366,0.3355469470577384,551,1268,3563,39,0.9338983050847458,0.26247153798385425,0.06610169491525424,0.302913688840022,0.9891726818434203,Male,0.5550708065570509,False
