variant,accuracy,roc_auc,worst_group_di
baseline_depth5,0.7422762729562066,0.8896847695379467,0.19071976585934955
equal_opportunity_sex,0.6910509182482648,0.8896847695379467,0.5550708065570509
demographic_parity_sex,0.6061052760886924,0.8896847695379467,0.9978458149761168
equal_opportunity_race,0.7293163810576746,0.8896847695379467,0.6165170211923613
demographic_parity_race,0.722682881886862,0.8896847695379467,0.9602837560850628
