variant,accuracy,roc_auc,worst_group_di
baseline,0.7932559425096739,0.906797593978548,0.25983589833477316
equal_opportunity_sex,0.7508138320741969,0.906797593978548,0.5953974521234652
demographic_parity_sex,0.684785946809164,0.906797593978548,1.0
equal_opportunity_race,0.7768564584484983,0.906797593978548,0.6472572150629983
demographic_parity_race,0.7709600147411093,0.906797593978548,0.8956091083246256
