group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.5139963167587477,2975,2607,4997,281,0.9136977886977887,0.342845870594424,0.0863022113022113,0.5329630956646363,0.9467601364153089,Male,1.0,True
Female,5421,0.10883600811658366,0.3060320973990039,540,1119,3712,50,0.9152542372881356,0.2316290623059408,0.0847457627118644,0.325497287522604,0.986709197235513,Male,0.5953974521234652,False
