group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.5185082872928177,2972,2659,4945,284,0.9127764127764127,0.34968437664387164,0.08722358722358722,0.5277925768069615,0.9456875119525722,Male,1.0,True
Female,5421,0.10883600811658366,0.14831211953514112,437,367,4464,153,0.7406779661016949,0.07596770854895467,0.2593220338983051,0.5435323383084577,0.9668615984405458,Male,0.28603616021162004,False
