group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.5229281767955801,2980,2699,4905,276,0.9152334152334153,0.35494476591267754,0.08476658476658476,0.5247402711745025,0.9467284308048639,Male,1.0,True
Female,5421,0.10883600811658366,0.28020660394761115,532,987,3844,58,0.9016949152542373,0.2043055268060443,0.09830508474576272,0.35023041474654376,0.9851358277806254,Male,0.5358414718913641,False
