group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.5022099447513813,2958,2496,5108,298,0.9084766584766585,0.32824829037348763,0.09152334152334152,0.5423542354235423,0.9448760636330004,Male,1.0,True
Female,5421,0.10883600811658366,0.5072864785095,579,2171,2660,11,0.9813559322033898,0.4493893603808735,0.01864406779661017,0.21054545454545454,0.9958816922500936,Male,1.0101083895513696,True
