group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.60451197053407,3049,3516,4088,207,0.9364250614250614,0.46238821672803787,0.06357493857493858,0.46443259710586443,0.9518044237485448,Male,1.0,True
Female,5421,0.10883600811658366,0.11529238147943184,371,254,4577,219,0.6288135593220339,0.05257710618919478,0.3711864406779661,0.5936,0.9543369474562136,Male,0.19071976585934955,False
