variant,accuracy,roc_auc,worst_group_di
baseline_depth15,0.7990295436398256,0.9080931922439744,0.26813786340818174
equal_opportunity_sex,0.7688102696394571,0.9080931922439744,0.5193251108577349
demographic_parity_sex,0.6943676678336711,0.9080931922439744,1.0
equal_opportunity_race,0.7830600085989804,0.9080931922439744,0.6248117172655722
demographic_parity_race,0.7775935139119219,0.9080931922439744,0.9245681481481481
