group,n,base_rate,selection_rate,TP,FP,TN,FN,TPR,FPR,FNR,PPV,NPV,reference_group,disparate_impact,four_fifths_rule_pass
Male,10860,0.2998158379373849,0.5022099447513813,2958,2496,5108,298,0.9084766584766585,0.32824829037348763,0.09152334152334152,0.5423542354235423,0.9448760636330004,Male,1.0,True
Female,5421,0.10883600811658366,0.13466150156797638,421,309,4522,169,0.7135593220338983,0.06396191264748499,0.2864406779661017,0.5767123287671233,0.9639735664037519,Male,0.26813786340818174,False
